,Ai,TOPSIS,VIKOR,COMET
0,$A_{1}$,0.5669506486037148,0.5155313186326129,0.7149768848019686
1,$A_{2}$,0.3527012609300998,0.8463506556183792,0.07923334993108917
2,$A_{3}$,0.5562245674728522,0.4950882224317579,0.6703432068383053
3,$A_{4}$,0.6363022194077493,0.24719007732549247,0.8794233175041142
4,$A_{5}$,0.5565790098418621,0.5122967640717278,0.689521274425568
5,$A_{6}$,0.6652193844720796,0.162917547416319,0.9164648883920875
6,$A_{7}$,0.6407336725828543,0.26445148477105934,0.9004989708040461
7,$A_{8}$,0.4557274860947892,0.5799805467157055,0.31946083442416184
8,$A_{9}$,0.5682677423853226,0.5143464525361452,0.7246944869235615
9,$A_{10}$,0.5703231945369011,0.4117143272151776,0.7174102950579739
10,$A_{11}$,0.41723798822422137,0.7263279712041846,0.18266202279499133
11,$A_{12}$,0.49263872582748325,0.6279469113981739,0.44087476151900795
12,$A_{13}$,0.4388472302462021,0.7765238538268064,0.25515535928405897
13,$A_{14}$,0.5568661775337443,0.4597870595919227,0.6704771521696058
14,$A_{15}$,0.5578090637855165,0.5298426778203129,0.6784089694796428
15,$A_{16}$,0.5553735708638992,0.42115981018961757,0.6815865610054503
16,$A_{17}$,0.5418808901158015,0.5865768156200003,0.6290773369370835
17,$A_{18}$,0.6230132611898067,0.3793090231144424,0.8580876874606324
18,$A_{19}$,0.4316436183010835,0.6913285991486897,0.23046257547474017
19,$A_{20}$,0.4700944394463334,0.5948608138342845,0.3439835478842689
20,$A_{21}$,0.31019036972815495,1.0,0.028630265370258916
21,$A_{22}$,0.5210705446851392,0.5501332437785345,0.5372951096489045
22,$A_{23}$,0.540184192511826,0.497772381349621,0.6085251278272137
23,$A_{24}$,0.7439424775907545,0.038335021545728584,0.9880924834399989
24,$A_{25}$,0.7000692767842585,0.0505635621011861,0.9560463268580154
25,$A_{26}$,0.5370770375425302,0.60751476778222,0.6143805850508532
