,Ai,TOPSIS,VIKOR,COMET
0,$A_{1}$,0.5366172338926578,0.587395357608566,0.6350991718700132
1,$A_{2}$,0.3360709696156686,0.8362056438730706,0.05865923088498216
2,$A_{3}$,0.5134573841178952,0.5806535867265695,0.5448737232648594
3,$A_{4}$,0.6416172762298875,0.2684461804913889,0.8961164817659983
4,$A_{5}$,0.5600610339450663,0.558172956182814,0.7271149344999098
5,$A_{6}$,0.6558333672120532,0.22863901463096242,0.9035507147527423
6,$A_{7}$,0.6181256193215264,0.31893591197267496,0.8645753626296017
7,$A_{8}$,0.42843051632788615,0.671033126971154,0.2488963594424785
8,$A_{9}$,0.5659335186653457,0.55322958783731,0.7417688033417634
9,$A_{10}$,0.5626691803622688,0.44982480458900526,0.7239119881276701
10,$A_{11}$,0.37409080211848467,0.8215283791731034,0.10346228646234254
11,$A_{12}$,0.3673271308204162,0.7992876500146008,0.13070662034843342
12,$A_{13}$,0.4200143530026432,0.6815802878463826,0.23314842805474242
13,$A_{14}$,0.4659125918864823,0.48854474576046747,0.37482114515637166
14,$A_{15}$,0.5473720487025834,0.6042580117854823,0.6681219668650639
15,$A_{16}$,0.4293504549856786,0.641766056784209,0.24896710582218662
16,$A_{17}$,0.5522292395330474,0.6142186860897741,0.6977682579637459
17,$A_{18}$,0.58670596434646,0.47569448424879796,0.790069457811956
18,$A_{19}$,0.4123915054730612,0.7042950505206554,0.20620922658671176
19,$A_{20}$,0.46147402191837067,0.658867549442423,0.3338354654593069
20,$A_{21}$,0.2643243725430565,1.0,0.012825150039453689
21,$A_{22}$,0.4546403400914153,0.6604220610310838,0.32585370770989375
22,$A_{23}$,0.4442920396284123,0.681251889818828,0.3023481232226857
23,$A_{24}$,0.7310593922742196,0.07194739001406361,0.9862379964015132
24,$A_{25}$,0.7579158550701535,0.0,0.9889848232400282
25,$A_{26}$,0.5847166925503151,0.5936504736202262,0.8027134681393546
