,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,Efficiency,Rank
$A_{1}$,0.1271675229198436,0.05339878581694442,0.011829047244368443,0.05576702555301942,0.05731016079791372,0.0758248335255901,0.03853551791979041,0.07572559809490892,0.03268777967313328,0.04055381714466831,0.564309701807115,10.0
$A_{2}$,0.016710209025101938,0.08670125439095278,0.013569575874882063,0.0,0.017766149847353262,0.03479244231598149,0.06206605541063587,0.041940848689474314,0.025020275799188443,0.0,0.341904177393556,25.0
$A_{3}$,0.0863832839433236,0.06086313222146354,0.013711437142572828,0.05716120119184491,0.029801283614915127,0.03819605080341447,0.07604796899215274,0.07449797902741427,0.06618266501720813,0.046099638292657154,0.5324050472499309,15.0
$A_{4}$,0.11385600047611834,0.03904427350056151,0.037511392899000476,0.0864388896071801,0.07622251386122525,0.06599218678411707,0.04978925324149911,0.09266001454651301,0.034301991015016416,0.057537894410384115,0.6340909828405139,4.0
$A_{5}$,0.1166882392939322,0.0,0.010912405206981954,0.08365053832952911,0.05960256722983027,0.10154098654175032,0.0593378771508277,0.09934297094955914,0.017352771925243596,0.0377809065706739,0.5643307255572542,9.0
$A_{6}$,0.09912835862348611,0.08440453242033151,0.06414857400924343,0.06273790374714684,0.10258518782826555,0.02779613598070261,0.056609698891019536,0.08558018403397545,0.039548177876136556,0.0547649838363897,0.65537179162521,3.0
$A_{7}$,0.127450746801625,0.09990740572202506,0.03254624852982369,0.08504471396835461,0.08252663154899575,0.051621395392733416,0.05865583258587566,0.040780496420198556,0.026230934305600792,0.05303191472764318,0.6261093821490377,5.0
$A_{8}$,0.05579510471093361,0.029857385618076465,0.014344356644577784,0.03206603969298617,0.049286738286205806,0.007185395695691828,0.05388152063121136,0.09501435248417396,0.03228422683766251,0.045753024470907844,0.4262742070123922,21.0
$A_{9}$,0.12178626916599722,0.05110206384632317,0.011354357617864725,0.08365053832952911,0.06877219295749647,0.03876331888465329,0.04978925324149911,0.0836126301860731,0.03349488534407484,0.05095223179714736,0.5778660475210291,7.0
$A_{10}$,0.11527211988502527,0.042489356456493425,0.025665977046821564,0.06552625502479781,0.06074877044578855,0.05578136132181815,0.05626867660854352,0.07264814207639494,0.027038039976542347,0.035354609818428785,0.558237049968442,11.0
$A_{11}$,0.02067534337004138,0.09531396178078252,0.016690523764078903,0.03485439097063713,0.0154737434154367,0.01437079139138366,0.06479423367044404,0.0,0.019774088938068285,0.0762550407848464,0.3839136983444477,24.0
$A_{12}$,0.0583441196469661,0.05110206384632317,0.005821768177924873,0.06273790374714684,0.022924064319165487,0.061454042134206445,0.03239711683522202,0.0381739079892168,0.031880674002191724,0.03570122364017809,0.4076368301439803,23.0
$A_{13}$,0.01472764185263221,0.06775329813332732,0.05087363307494989,0.025095161498858747,0.045275027030351835,0.02231254452872726,0.029327916292937836,0.09202097996343361,0.03389843817954563,0.05199207326239527,0.4362155210500316,20.0
$A_{14}$,0.06995629880000305,0.06717911764067203,0.0375550425198284,0.044613620442415534,0.0802342251170792,0.06542491870287824,0.04194574074455062,0.06159788879898774,0.0,0.07486858549784921,0.5347557629278227,14.0
$A_{15}$,0.1141392243578997,0.03100574660338709,0.008015161624528247,0.06134372810832136,0.051006043110143215,0.06769399102783356,0.04024062933217051,0.10090019732832634,0.02744159281201312,0.044366569183910645,0.5429321511471876,13.0
$A_{16}$,0.022657910542511112,0.07406928355253582,0.01852380783885187,0.051584498636542964,0.017766149847353262,0.04027603376795685,0.01295884673408881,0.06928480216545073,0.08353543694245173,0.05303191472764318,0.4398968030612632,19.0
$A_{17}$,0.12575140351093664,0.001148360985310649,0.0058272243805283655,0.09480394344013301,0.06934529456547561,0.0758248335255901,0.048425164111595025,0.1051884557147802,0.015738560583360473,0.02807571956169345,0.5559658652300904,12.0
$A_{18}$,0.09403032875142112,0.044786078427114684,0.018485614420627433,0.06970878194127426,0.058456364013872,0.08357749730252076,0.06581730051787212,0.10569295670142183,0.04560147040819828,0.04367334154041203,0.6053333479556646,6.0
$A_{19}$,0.02180823889716693,0.06947583961129328,0.014137020945645123,0.026489337137684227,0.0,0.04046512312836978,0.06445321138796803,0.06138095337473186,0.04600502324366906,0.06724308141936455,0.4113687927569712,22.0
$A_{20}$,0.10790829895870915,0.011483609853106327,0.01398970347535087,0.06134372810832136,0.07564941225324612,0.033090638072265005,0.0,0.08028292367423831,0.0060532925320617185,0.05961757734087991,0.47479669731724317,17.0
$A_{21}$,0.0,0.027560663647455186,0.0,0.0027883512776509856,0.03495919808672737,0.0,0.05865583258587566,0.011603522692757525,0.046812128914610625,0.0377809065706739,0.263750861278246,26.0
$A_{22}$,0.1013941496777372,0.06717911764067203,0.013334959162931953,0.05019032299771749,0.009742727335645329,0.07979571009426191,0.022848492925893422,0.04439608682446358,0.014527902076948125,0.057191280588634805,0.47444882105438463,18.0
$A_{23}$,0.029738507587045833,0.07464346404519114,0.00935193126238354,0.06692043066362331,0.049286738286205806,0.018152578599642515,0.08286841464167317,0.044900587811105216,0.06093647815608797,0.06273710173662364,0.4765620569468598,16.0
$A_{24}$,0.11838758258462055,0.07521764453784645,0.11424742631449758,0.07249713321892524,0.10086588300432815,0.05407955707810167,0.0879837488788135,0.08088832485820827,0.029862909824837816,0.06412355702362084,0.7552614723478781,1.0
$A_{25}$,0.09629611980567221,0.04593443941242531,0.10797824952308648,0.10038064599543495,0.1014389846123073,0.06618127614453001,0.07877614725196093,0.09770502441292933,0.025827381470130004,0.04263350007516413,0.7219788243921406,2.0
$A_{26}$,0.1144224482396811,0.046508619905080636,0.003584725110493572,0.09898647035660947,0.0739301074293087,0.05786134428636053,0.04808414182911901,0.10611337419028985,0.013720796406006566,0.028422333383442747,0.5736940595951344,8.0
Weights,0.127450746801625,0.09990740572202506,0.11424742631449758,0.10038064599543495,0.10258518782826555,0.10154098654175032,0.0879837488788135,0.10611337419028985,0.08353543694245173,0.0762550407848464,,
Types,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,,
