,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,Efficiency,Rank
$A_{17}$,0.11497009716336351,0.006248323495656375,0.005830256549451887,0.09869028942127064,0.06627917042940726,0.07385801466728249,0.04801979001182508,0.109117589772768,0.011614274238667373,0.02751360436714511,0.5522292395330474,11.0
$A_{18}$,0.08597979249070503,0.04714644092177078,0.018495233323542123,0.06385842256670453,0.05657977963485986,0.08361645701969549,0.0635100448543493,0.10138704567084313,0.04064995983533581,0.04142497736176903,0.58670596434646,6.0
$A_{19}$,0.015610164054508418,0.07611594076526848,0.01414437707830509,0.031929211283352264,0.006466260529698265,0.03692900733364125,0.0627355321122231,0.062298064207385526,0.041424244784580296,0.06337403253106456,0.4123915054730612,22.0
$A_{20}$,0.09762547043613196,0.015904823443488942,0.013996982952054905,0.060955766995490684,0.0792116914888038,0.03176277314706968,0.0,0.08330839174399399,0.0011614274238667332,0.048844376292235134,0.46147402191837067,16.0
$A_{21}$,0.0,0.020449058713057213,0.0,0.004353983356820774,0.04256954848718027,0.0,0.05925022477265514,0.004886122682932206,0.04374709963231378,0.040806694117563526,0.2643243725430565,26.0
$A_{22}$,0.08920093745433375,0.07327579372178832,0.013341897946498512,0.05950443920988377,0.018321071500811754,0.07825888082621385,0.004647076452757277,0.03577339821432503,0.012001416713289617,0.05286321737957093,0.4546403400914153,17.0
$A_{23}$,0.02948586543629367,0.07384382313048435,0.009356797496030463,0.060955766995490684,0.03233130264849134,0.003252814117470993,0.08442188889175699,0.04659266986938918,0.051877091599380934,0.05873690819952325,0.4442920396284123,18.0
$A_{24}$,0.10654556418156531,0.08009214662614073,0.11430687442787736,0.07256638928034606,0.10238245838688927,0.052427709893355975,0.091779759941956,0.08393660751751385,0.01625998393413432,0.05873690819952325,0.7310593922742196,2.0
$A_{25}$,0.08870537669069857,0.07497988194787641,0.10803443549967494,0.10594692834930525,0.10184360334274772,0.06563030837014999,0.07900029969687353,0.10138704567084313,0.023228548477334746,0.04760780980382411,0.7579158550701535,1.0
$A_{26}$,0.10505888189065976,0.05282673500873112,0.0035865904054212436,0.1030442727780914,0.08082825662122838,0.057593944079927545,0.051505097351393025,0.11011226474750777,0.012775701662534106,0.029986737343967132,0.5847166925503151,7.0
Weights,0.1191823636542626,0.0999731759305019,0.11430687442787736,0.10594692834930525,0.10238245838688927,0.10236797369688119,0.091779759941956,0.11011226474750777,0.08129991967067161,0.07264828119414718,,
Types,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,,
