,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
$A_{1}$,0.9547511312217195,0.5865921787709497,0.10353885094799181,0.6133333333333333,0.5885416666666666,0.7499999999999999,0.33333333333333337,0.7299524564183835,0.4407582938388625,0.5436893203883495
$A_{2}$,0.1153846153846154,0.9106145251396648,0.11877358040021015,0.05333333333333338,0.015625000000000035,0.38721804511278196,0.6244131455399061,0.4166402535657686,0.2985781990521326,0.0
$A_{3}$,0.7013574660633484,0.6983240223463687,0.12001528248722482,0.6133333333333333,0.2968750000000001,0.3383458646616541,0.8215962441314554,0.7194928684627575,0.8625592417061612,0.6941747572815534
$A_{4}$,0.8687782805429863,0.40782122905027934,0.32833468647022307,0.9333333333333333,0.7760416666666666,0.631578947368421,0.4976525821596244,0.8858954041204437,0.4549763033175355,0.7669902912621359
$A_{5}$,0.9004524886877827,0.0,0.09551554515497396,0.8266666666666667,0.5885416666666666,1.0,0.6103286384976525,0.9361965134706813,0.2748815165876777,0.45631067961165056
$A_{6}$,0.7579185520361991,1.0,0.5614881321935146,0.8533333333333334,0.9791666666666665,0.2706766917293233,0.5446009389671361,0.8077654516640255,0.5023696682464455,0.7912621359223301
$A_{7}$,1.0,0.9553072625698323,0.28487511342470995,0.9066666666666666,0.8385416666666666,0.49624060150375937,0.6056338028169014,0.384310618066561,0.4028436018957345,0.6747572815533981
$A_{8}$,0.4072398190045249,0.33519553072625696,0.12555518410621333,0.4266666666666667,0.5520833333333334,0.0921052631578947,0.5633802816901409,0.8954041204437402,0.4075829383886255,0.47572815533980584
$A_{9}$,0.9479638009049772,0.6089385474860336,0.09938392473375042,0.8133333333333332,0.625,0.41541353383458646,0.6572769953051643,0.7879556259904914,0.2796208530805687,0.7233009708737864
$A_{10}$,0.8891402714932125,0.5195530726256983,0.22465256220449883,0.6533333333333334,0.6302083333333333,0.5657894736842105,0.676056338028169,0.6798732171156894,0.3933649289099525,0.470873786407767
$A_{11}$,0.16063348416289594,0.9776536312849161,0.14609102631453272,0.26666666666666666,0.26562500000000006,0.1804511278195489,0.6619718309859155,0.0,0.3222748815165876,1.0
$A_{12}$,0.45022624434389136,0.7597765363128491,0.050957543340178615,0.5866666666666667,0.2552083333333334,0.6353383458646615,0.44131455399061026,0.3597464342313788,0.3981042654028436,0.5388349514563107
$A_{13}$,0.1153846153846154,0.670391061452514,0.44529347151248877,0.4,0.546875,0.20300751879699247,0.12676056338028166,0.9199683042789224,0.3981042654028436,0.7572815533980582
$A_{14}$,0.5271493212669683,0.7206703910614526,0.32871674865084294,0.4266666666666667,0.8072916666666666,0.6409774436090225,0.46009389671361506,0.5844690966719494,0.0,0.7475728155339806
$A_{15}$,0.8755656108597285,0.2513966480446927,0.07015616791632838,0.7733333333333333,0.5677083333333334,0.6522556390977444,0.3802816901408451,0.9524564183835182,0.3886255924170616,0.5631067961165049
$A_{16}$,0.14705882352941174,0.8435754189944134,0.16213763790056832,0.4799999999999999,0.1666666666666668,0.39473684210526316,0.032863849765258184,0.669080824088748,1.0,0.796116504854369
$A_{17}$,0.9705882352941175,0.027932960893854747,0.05100530111275611,0.92,0.6666666666666666,0.7631578947368421,0.5633802816901409,0.9920760697305864,0.2559241706161137,0.41747572815533984
$A_{18}$,0.7217194570135745,0.458100558659218,0.16180333349252593,0.7066666666666667,0.5208333333333334,0.8214285714285714,0.6384976525821596,0.9960380348652932,0.5924170616113743,0.6165048543689321
$A_{19}$,0.14705882352941174,0.76536312849162,0.12374038874826879,0.3333333333333333,0.0,0.3721804511278195,0.6384976525821596,0.5800316957210777,0.5971563981042654,0.883495145631068
$A_{20}$,0.8529411764705882,0.14525139664804476,0.12245092888867667,0.56,0.6302083333333333,0.28383458646616544,0.0,0.7565768621236133,0.12322274881516586,0.7621359223300971
$A_{21}$,0.0,0.37988826815642457,0.0,0.0,0.19270833333333345,0.0,0.676056338028169,0.15213946117274169,0.6303317535545023,0.5970873786407767
$A_{22}$,0.7737556561085973,0.7150837988826815,0.11671999617937823,0.6666666666666666,0.22916666666666674,0.8233082706766917,0.16431924882629106,0.48335974643423146,0.21800947867298576,0.7572815533980582
$A_{23}$,0.2398190045248869,0.7430167597765363,0.08185682219781272,0.6533333333333334,0.34375,0.29699248120300753,0.8826291079812206,0.44532488114104596,0.7914691943127963,0.8446601941747574
$A_{24}$,0.925339366515837,0.7597765363128491,1.0,0.76,1.0,0.4981203007518797,1.0,0.7622820919175911,0.32701421800947866,0.8446601941747574
$A_{25}$,0.7579185520361991,0.5139664804469275,0.9451263193084677,1.0,0.9739583333333334,0.6165413533834586,0.8685446009389671,0.9207606973058637,0.36966824644549756,0.5145631067961165
$A_{26}$,0.9864253393665158,0.49162011173184356,0.03137685658340895,0.9600000000000001,0.7395833333333333,0.5601503759398495,0.39906103286384975,1.0,0.2085308056872038,0.16019417475728157
Weights,0.12498398733246802,0.10325760713515918,0.11367312832316333,0.09871457456248345,0.10176526951245739,0.09799165497482391,0.09211722611867806,0.10220306344214447,0.08477249574534501,0.08052099285327713
Types,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0
