,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,Efficiency,Rank
$A_{1}$,0.11932860329027489,0.060570104744087784,0.011769585090243954,0.060544939064989846,0.05989310132764419,0.07349374123111792,0.030705742039559357,0.07460337721307725,0.0373641805891805,0.04377840388139339,0.5641857851829408,9.0
$A_{2}$,0.014421229307592466,0.09402787688844104,0.013501364446234645,0.005264777309999122,0.0015900823361321501,0.03794413707671753,0.057519206919174566,0.042581910267733405,0.025311219108799687,0.0,0.34472529972084887,25.0
$A_{3}$,0.0876584526539934,0.07210726755248546,0.013642512606911003,0.060544939064989846,0.0302115643865108,0.03315507123208328,0.0756831669989139,0.07353437528166971,0.07312129964764356,0.05589564066999335,0.5533702290819121,12.0
$A_{4}$,0.10858337361010795,0.04211064425065151,0.037322830948075265,0.09213360292498456,0.07897408936122995,0.061889466299888785,0.04584237543934213,0.09054122419042591,0.03856947673721858,0.06175881976125139,0.633293404586942,4.0
$A_{5}$,0.11254214243964314,0.0,0.010857550821258256,0.08160404830498631,0.05989310132764419,0.09799165497482391,0.05622178119919318,0.0956821516605585,0.02330239219540289,0.03674258897188375,0.5535868387019683,11.0
$A_{6}$,0.0947276827067348,0.10325760713515918,0.06382611250276668,0.08423643695998588,0.09964515973094784,0.026524056985666622,0.05016712783928007,0.08255610370279087,0.042587130564012185,0.06371321279167073,0.6766931493205064,3.0
$A_{7}$,0.12498398733246802,0.0986427420118001,0.03238264532440276,0.08950121426998499,0.08533441870575853,0.048627437807055474,0.05578930595919939,0.03927772247974649,0.03415005752774561,0.05433212624565787,0.6317609770440628,5.0
$A_{8}$,0.050898456379738104,0.034611488425193015,0.014272250554543984,0.04211821847999294,0.05618290921000252,0.009025547168733779,0.05189702879925525,0.09151304412806914,0.034551822910424974,0.03830610339621922,0.4319578691302663,22.0
$A_{9}$,0.11848029568394591,0.06287753730576733,0.011297281629519217,0.08028785397748653,0.06360329344528587,0.04070705967939114,0.06054653359913112,0.08053147883270086,0.023704157578082256,0.05824091230649656,0.5818166411400991,7.0
$A_{10}$,0.11112829642909484,0.053647807059049174,0.02553695953159943,0.06449352204748919,0.06413332089066325,0.05544264689365037,0.062276434559106295,0.06948512554148967,0.03334652676238689,0.03791522479013535,0.5737492677297075,8.0
$A_{11}$,0.02007661334978559,0.10095017457347963,0.016606623981114507,0.026323886549995585,0.0270313997142465,0.017682704657111085,0.06097900883912492,0.0,0.027320046022196492,0.08052099285327713,0.4013075972004496,24.0
$A_{12}$,0.05627107121982157,0.07845270709710418,0.005792503363141281,0.05791255040999029,0.025971344823491737,0.062257855980245254,0.040652672559416604,0.036767187640834864,0.033748292145066264,0.04338752527530952,0.4437973631802708,21.0
$A_{13}$,0.014421229307592466,0.06922297685038604,0.05061790192870601,0.03948582982499338,0.055652881764625135,0.019893042739249966,0.011676831479832428,0.09402357896698077,0.033748292145066264,0.06097706254908365,0.45283241569722016,19.0
$A_{14}$,0.06588522409154988,0.074414700114165,0.0373662611513603,0.04211821847999294,0.08215425403349425,0.06281044050077998,0.042382573519391786,0.05973453216713611,0.0,0.06019530533691591,0.5247398454077952,15.0
$A_{15}$,0.10943168121643693,0.02595861631889476,0.00797487107821419,0.0763392709949872,0.05777299154613467,0.06391560954184944,0.035030494439497295,0.09734396375392841,0.03294476137970754,0.045341918305728875,0.5430186846246675,14.0
$A_{16}$,0.018379998137127648,0.08710557920340242,0.01843069251908589,0.04738299578999205,0.016960878252076244,0.03868091643743049,0.003027326679956553,0.06838210991226462,0.08477249574534501,0.06410409139775461,0.44666821954644104,20.0
$A_{17}$,0.12130798770504247,0.002884290702099418,0.005797932138551911,0.09081740859748477,0.06784351300830492,0.07478310511236562,0.05189702879925525,0.10139321349410846,0.02169533066468545,0.03361556012321278,0.5527668136009543,13.0
$A_{18}$,0.0902033754729803,0.047302367514430475,0.018392691091211492,0.0697582993574883,0.053002744537738226,0.08049314515789106,0.058816632639155944,0.10179813846812646,0.05022067283492002,0.04964158297265144,0.5952245427319116,6.0
$A_{19}$,0.018379998137127648,0.07902956523752405,0.014065957088940073,0.03290485818749448,0.0,0.036470578355291605,0.058816632639155944,0.05928101619623594,0.05062243821759939,0.07113990630726426,0.4222241166718318,23.0
$A_{20}$,0.10660398919534037,0.014998311650916982,0.013919380152853092,0.05528016175499074,0.06413332089066325,0.02781342086691431,0.0,0.07732447303847824,0.010445899949663365,0.06136794115516752,0.4583700454738043,18.0
$A_{21}$,0.0,0.03922635354855209,0.0,0.0,0.019611015478963156,0.0,0.062276434559106295,0.015549119002291395,0.05343479589635491,0.04807806854831595,0.28702202316862385,26.0
$A_{22}$,0.0967070671215024,0.0738378419737451,0.013267927103577595,0.06580971637498896,0.023321207596604825,0.08067733999806931,0.01513663339978278,0.049400846830196625,0.01848120760325057,0.06097706254908365,0.5012160632224956,16.0
$A_{23}$,0.029973535423623552,0.07672213267584452,0.009304921053818329,0.06449352204748919,0.034981811394907227,0.02910278474816199,0.08130534511883322,0.045513567079623764,0.06709481890745317,0.06801287745859332,0.48519015140045196,17.0
$A_{24}$,0.11565260366284935,0.07845270709710418,0.11367312832316333,0.07502307666748742,0.10176526951245739,0.04881163264723371,0.09211722611867806,0.07790756500106416,0.027721811404875858,0.06801287745859332,0.7521568413138974,1.0
$A_{25}$,0.0947276827067348,0.05307094891862931,0.10743546537635049,0.09871457456248345,0.09911513228557048,0.06041590757846286,0.08000791939885184,0.09410456396178438,0.03133769984899009,0.041433132244890175,0.7228016035047607,2.0
$A_{26}$,0.12328737211981007,0.05076351635694976,0.003566705444783337,0.09476599157998412,0.07526389724358827,0.05489006237311564,0.03676039539947246,0.10220306344214447,0.017677676837891853,0.012898994000767697,0.559438334767445,10.0
Weights,0.12498398733246802,0.10325760713515918,0.11367312832316333,0.09871457456248345,0.10176526951245739,0.09799165497482391,0.09211722611867806,0.10220306344214447,0.08477249574534501,0.08052099285327713,,
Types,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,,
